"","Date","Close","SWN.SUM","HL.SUM","JKR.SUM","STN.SUM","MPQA.SUM","SWN.AVG","HL.AVG","JKR.AVG","STN.AVG","MPQA.AVG","SWN.PCTG","HL.PCTG","JKR.PCTG","STN.PCTG","MPQA.PCTG"
"62",2017-05-02,98.95,0.03125,4,1.55,9.849,0,0.0104166666666667,1.33333333333333,0.516666666666667,3.283,0,0.333333333333333,1,1,1,0.333333333333333
"63",2017-05-03,99.38,-1.13333333333333,-3,2,5.278,-3,-0.226666666666667,-0.6,0.4,1.0556,-0.6,-0.2,-1,0.2,0.6,-1
"64",2017-05-04,98.78,0.697916666666666,3,1.15,12.769,2,0.139583333333333,0.6,0.23,2.5538,0.4,0.6,0.2,0.2,1,-0.2
"65",2017-05-05,98.58,-0.6875,4,-0.8,2.959,2,-0.171875,1,-0.2,0.73975,0.5,0,0.5,0,1,0
"66",2017-05-08,99.16,-0.547619047619044,4,4.25,1.452,4,-0.182539682539681,1.33333333333333,1.41666666666667,0.484,1.33333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333
"67",2017-05-09,99.54,-2.125,1,2.3,2.047,-1,-0.53125,0.25,0.575,0.51175,-0.25,0,-0.5,0.5,0.5,-0.5
"68",2017-05-10,99.63,0.520833333333334,-3,-1.95,4.543,-5,0.130208333333334,-0.75,-0.4875,1.13575,-1.25,0,0,0,0.5,0
"69",2017-05-11,99.65,-0.467316666666663,1,0.45,6.665,3,-0.116829166666666,0.25,0.1125,1.66625,0.75,0.5,0.5,0,0.5,0
"70",2017-05-12,99.19,-0.0916666666666667,-1,-1.15,9.832,-4,-0.0229166666666667,-0.25,-0.2875,2.458,-1,-0.5,0,0,1,-0.5
"71",2017-05-15,98.88,-0.81041666666667,-1,-1.55,-1.583,2,-0.202604166666667,-0.25,-0.3875,-0.39575,0.5,-0.5,0,0,0,0
"72",2017-05-16,98.19,-3.03125,6,4.7,7.809,8,-0.757812499999999,1.5,1.175,1.95225,2,-1,0.5,0.5,1,0.5
"73",2017-05-17,97.39,-2.52148333333333,-12,-7.5,34.379,-13,-0.280164814814815,-1.33333333333333,-0.833333333333333,3.81988888888889,-1.44444444444444,-0.111111111111111,-0.555555555555556,-0.111111111111111,0.777777777777778,-0.555555555555556
"74",2017-05-18,97.88,1.5625,8,6.8,19.52,13,0.1953125,1,0.85,2.44,1.625,0.5,0,0.25,1,0.25
"75",2017-05-19,97.12,-3.28809523809524,-2,-2.8,12.408,1,-0.657619047619048,-0.4,-0.56,2.4816,0.2,-0.6,-0.2,-0.6,1,-0.2
"76",2017-05-22,96.99,-0.75,-1,-0.15,4.496,-4,-0.125,-0.166666666666667,-0.025,0.749333333333333,-0.666666666666667,-0.333333333333333,-0.333333333333333,0,0.333333333333333,-0.666666666666667
"77",2017-05-23,97.34,-1.88333333333333,0,-2.2,2.28,3,-0.627777777777778,0,-0.733333333333333,0.76,1,-1,-1,-0.333333333333333,0.333333333333333,0.333333333333333
"78",2017-05-24,97.1,0.204166666666667,1,4,13.632,6,0.0408333333333334,0.2,0.8,2.7264,1.2,0.2,-0.2,0.6,1,0.6
"79",2017-05-25,97.19,-0.220833333333333,0,3.5,4.87,5,-0.0441666666666666,0,0.7,0.974,1,0.2,-0.6,-0.2,0.2,-0.2
"80",2017-05-26,97.4,0.5125,-1,1.65,6.349,1,0.25625,-0.5,0.825,3.1745,0.5,0,0,0,1,0
"81",2017-05-29,97.59,0.229166666666667,-1,2.4,-0.475,0,0.114583333333333,-0.5,1.2,-0.2375,0,0,0,0,0,0
"82",2017-05-30,97.4,-0.958333333333333,-1,-1,-1.366,0,-0.319444444444444,-0.333333333333333,-0.333333333333333,-0.455333333333333,0,-1,-1,0.333333333333333,-0.333333333333333,-0.333333333333333
"83",2017-05-31,96.98,1.99861111111111,-3,-0.65,1.231,2,0.666203703703704,-1,-0.216666666666667,0.410333333333333,0.666666666666667,1,-0.333333333333333,-0.333333333333333,-0.333333333333333,-0.333333333333333
"84",2017-06-01,97.2,-0.437500000000003,9,8.25,7.077,7,-0.145833333333334,3,2.75,2.359,2.33333333333333,-0.333333333333333,1,1,1,0.333333333333333
"85",2017-06-02,96.67,-0.416666666666667,-2,-1.25,1.21,-2,-0.138888888888889,-0.666666666666667,-0.416666666666667,0.403333333333333,-0.666666666666667,-0.333333333333333,-0.333333333333333,0.333333333333333,-0.333333333333333,-1
"86",2017-06-05,96.8,0.0833333333333333,-1,0.75,-2.216,-2,0.0833333333333333,-1,0.75,-2.216,-2,1,-1,1,-1,-1
"87",2017-06-06,96.53,0.00833333333333329,-3,-0.65,5.815,-3,0.00277777777777776,-1,-0.216666666666667,1.93833333333333,-1,-0.333333333333333,-0.333333333333333,0.333333333333333,0.333333333333333,-0.333333333333333
"88",2017-06-07,96.69,0.239583333333333,5,2,7.832,3,0.0479166666666666,1,0.4,1.5664,0.6,-0.2,0.2,0.2,0.6,-0.2
"89",2017-06-08,97.21,-1.70089285714286,0,0.75,11.266,0,-0.340178571428572,0,0.15,2.2532,0,-0.2,-0.2,0.2,0.2,0.2
"90",2017-06-09,97.28,-0.07708333333333,-5,2.35,4.363,-4,-0.015416666666666,-1,0.47,0.8726,-0.8,-0.2,-1,0.6,0.2,-0.6
"91",2017-06-12,97.16,-1.99791666666667,-2,0.45,-0.55,2,-0.665972222222223,-0.666666666666667,0.15,-0.183333333333333,0.666666666666667,-1,-1,-0.333333333333333,-0.333333333333333,0.333333333333333
"92",2017-06-13,97,-0.500892857142856,-1,4.95,8.043,3,-0.125223214285714,-0.25,1.2375,2.01075,0.75,-0.5,-1,1,0.5,0
"93",2017-06-14,96.95,-2.04374999999999,-10,2.5,7.761,-3,-0.204374999999999,-1,0.25,0.7761,-0.3,0,-0.8,0,0.2,-0.4
"94",2017-06-15,97.47,-4.82083333333333,-6,-2.15,4.433,-4,-0.803472222222222,-1,-0.358333333333333,0.738833333333333,-0.666666666666667,-0.666666666666667,-0.666666666666667,0,0.666666666666667,-0.333333333333333
"95",2017-06-16,97.16,-0.6125,1,1.55,4.792,0,-0.1225,0.2,0.31,0.9584,0,-0.2,-0.2,0.2,0.6,-0.6
"96",2017-06-19,97.52,-2.93259444444444,7,9,8.253,5,-0.586518888888888,1.4,1.8,1.6506,1,-0.6,-0.2,0.2,0.2,-0.6
"97",2017-06-20,97.75,-0.708333333333333,-4,-1.55,1.763,1,-0.236111111111111,-1.33333333333333,-0.516666666666667,0.587666666666667,0.333333333333333,-1,-0.333333333333333,-0.333333333333333,0.333333333333333,-0.333333333333333
"98",2017-06-21,97.56,-1.57291666666667,-1,-1.4,-1.972,-1,-0.393229166666667,-0.25,-0.35,-0.493,-0.25,-0.5,-0.5,-0.5,-0.5,-0.5
"99",2017-06-22,97.54,-3.77291666666667,-6,-3.35,4.165,-4,-0.943229166666666,-1.5,-0.8375,1.04125,-1,-0.5,-0.5,0.5,0.5,-0.5
"100",2017-06-23,97.3,2.62291666666666,3,6.35,8.192,1,0.655729166666666,0.75,1.5875,2.048,0.25,1,0,0.5,1,0
"101",2017-06-26,97.42,-0.8125,-3,-1.15,1.568,0,-0.270833333333333,-1,-0.383333333333333,0.522666666666667,0,-0.333333333333333,-1,-1,0.333333333333333,0.333333333333333
"102",2017-06-27,96.47,-3.28333333333333,1,4,16.874,5,-0.410416666666666,0.125,0.5,2.10925,0.625,-0.25,-0.25,0,0.75,-0.5
"103",2017-06-28,96.04,1.33333333333333,-2,4.2,20.329,5,0.266666666666667,-0.4,0.84,4.0658,1,0.2,-0.6,0.2,0.6,0.6
"104",2017-06-29,95.56,-1.09375,1,0.55,4.163,2,-0.21875,0.2,0.11,0.8326,0.4,-0.2,-0.2,-0.2,-0.2,-0.2
"105",2017-06-30,95.63,-2.33472222222223,1,1.85,11.051,3,-0.583680555555556,0.25,0.4625,2.76275,0.75,-1,0,0,1,0.5
"106",2017-07-03,96.2,-0.208333333333333,2,-0.65,5.718,0,-0.0520833333333333,0.5,-0.1625,1.4295,0,0,0.5,0,1,-0.5
"107",2017-07-04,96.26,-0.427083333333333,-1,1.3,0.699,0,-0.213541666666666,-0.5,0.65,0.3495,0,0,-1,0,0,0
"108",2017-07-05,96.19,-1.15625,-1,1.75,5.209,-1,-0.2890625,-0.25,0.4375,1.30225,-0.25,0,0,0,0.5,-0.5
"109",2017-07-06,95.81,-3.15416666666667,0,3.45,3.475,2,-0.788541666666667,0,0.8625,0.86875,0.5,0,-0.5,0.5,0,0
"110",2017-07-07,96,0.2625,6,4.3,3.523,5,0.0656249999999999,1.5,1.075,0.88075,1.25,0.5,0.5,0.5,0.5,0.5
"111",2017-07-10,96.06,-1.17708333333333,4,1.6,3.524,3,-0.392361111111111,1.33333333333333,0.533333333333333,1.17466666666667,1,-0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,-0.333333333333333
"112",2017-07-11,95.76,-0.398511904761905,8,3.05,10.408,6,-0.132837301587302,2.66666666666667,1.01666666666667,3.46933333333333,2,-0.333333333333333,1,0.333333333333333,1,0.333333333333333
"113",2017-07-12,95.77,0.0875,4,5.1,5.446,4,0.0291666666666667,1.33333333333333,1.7,1.81533333333333,1.33333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,-0.333333333333333
"114",2017-07-13,95.73,3.84791666666667,6,10.8,24.158,2,0.769583333333333,1.2,2.16,4.8316,0.4,1,0.2,1,1,0.2
"115",2017-07-14,95.15,1.49464285714286,-2,-3.85,9.011,-2,0.373660714285714,-0.5,-0.9625,2.25275,-0.5,0.5,0,0,1,-0.5
"116",2017-07-17,95.13,-0.226388888888889,-3,-1.25,-1.577,-3,-0.113194444444444,-1.5,-0.625,-0.7885,-1.5,0,-1,-1,-1,-1
"117",2017-07-18,94.6,-7.36523333333334,5,6.7,27.756,14,-0.920654166666667,0.625,0.8375,3.4695,1.75,-0.75,-0.25,-0.25,0.75,0
"118",2017-07-19,94.78,-0.823809523809523,1,4.1,6.189,3,-0.117687074829932,0.142857142857143,0.585714285714286,0.884142857142857,0.428571428571429,0.142857142857143,0.142857142857143,0.428571428571429,0.428571428571429,0.142857142857143
"119",2017-07-20,94.31,-0.57152777777778,4,2.8,6.664,1,-0.114305555555556,0.8,0.56,1.3328,0.2,-0.6,0.2,0.6,0.2,0.2
"120",2017-07-21,93.86,2.1125,2,4.2,9.675,3,0.422500000000001,0.4,0.84,1.935,0.6,0.6,-0.6,0.6,1,0.2
"121",2017-07-24,93.98,-3.95555555555556,-7,2.95,21.609,-11,-0.494444444444445,-0.875,0.36875,2.701125,-1.375,-0.5,-0.5,0,0.5,-0.75
"122",2017-07-25,94.05,-0.333333333333333,2,4.4,3.626,-2,-0.0666666666666666,0.4,0.88,0.7252,-0.4,0.6,-0.2,0.6,0.2,-0.2
"123",2017-07-26,93.67,1.70833333333333,-1,0.6,11.84,-7,0.213541666666667,-0.125,0.075,1.48,-0.875,0,-0.5,0,0.5,-0.5
"124",2017-07-27,93.86,1.13541666666667,3,1.85,11.314,-1,0.189236111111112,0.5,0.308333333333333,1.88566666666667,-0.166666666666667,0.333333333333333,-0.333333333333333,0,1,-0.333333333333333
"125",2017-07-28,93.26,-3.62500000000001,-1,-1.9,11.001,0,-0.725000000000001,-0.2,-0.38,2.2002,0,-0.6,-0.2,-0.2,1,-0.2
"126",2017-07-31,92.86,-0.591666666666667,1,1.35,4.96,4,-0.197222222222222,0.333333333333333,0.45,1.65333333333333,1.33333333333333,-0.333333333333333,-0.333333333333333,0.333333333333333,1,1
"127",2017-08-01,93.04,1.16041666666667,1,3.05,7.201,2,0.290104166666667,0.25,0.7625,1.80025,0.5,0,-0.5,0.5,0.5,0
"128",2017-08-02,92.84,0.898809523809517,4,2.9,17.103,9,0.149801587301586,0.666666666666667,0.483333333333333,2.8505,1.5,-0.333333333333333,0,-0.333333333333333,1,0
"129",2017-08-03,92.84,0.3125,-1,0.6,3.189,-2,0.078125,-0.25,0.15,0.79725,-0.5,0,-0.5,-0.5,0.5,-0.5
"130",2017-08-04,93.54,1.6181,11,11.65,14.675,3,0.179788888888889,1.22222222222222,1.29444444444444,1.63055555555556,0.333333333333333,0.555555555555556,0.111111111111111,0.777777777777778,1,-0.111111111111111
"131",2017-08-07,93.43,-0.44047619047619,-5,-1.4,1.881,-7,-0.110119047619048,-1.25,-0.35,0.47025,-1.75,0,0,0,0,-0.5
"132",2017-08-08,93.65,0.627083333333337,12,8.85,12.932,6,0.10451388888889,2,1.475,2.15533333333333,1,0,0.333333333333333,0.333333333333333,0.666666666666667,0
"133",2017-08-09,93.55,-1.80208333333333,0,-0.8,-0.638,-3,-0.600694444444443,0,-0.266666666666667,-0.212666666666667,-1,-1,-0.333333333333333,-0.333333333333333,0.333333333333333,-1
"134",2017-08-10,93.4,0.49166666666667,-2,0.95,10.651,-3,0.122916666666668,-0.5,0.2375,2.66275,-0.75,0,-0.5,0,1,-0.5
"135",2017-08-11,93.07,-2.56106666666667,1,0.8,19.811,11,-0.365866666666667,0.142857142857143,0.114285714285714,2.83014285714286,1.57142857142857,-0.428571428571429,-0.142857142857143,0.142857142857143,0.714285714285714,0.142857142857143
"136",2017-08-14,93.41,-1.79910714285715,2,0.65,15.11,8,-0.299851190476191,0.333333333333333,0.108333333333333,2.51833333333333,1.33333333333333,-0.333333333333333,0,-0.333333333333333,1,0
"137",2017-08-15,93.85,3.10416666666667,4,2.6,7.39,4,1.03472222222222,1.33333333333333,0.866666666666667,2.46333333333333,1.33333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,-0.333333333333333
"138",2017-08-16,93.54,-1.59375,-13,-16.4,24.107,-9,-0.177083333333334,-1.44444444444444,-1.82222222222222,2.67855555555556,-1,0.333333333333333,-0.555555555555556,-0.555555555555556,0.555555555555556,-0.555555555555556
"139",2017-08-17,93.62,-3.5,-12,-7.2,2.507,-7,-0.583333333333334,-2,-1.2,0.417833333333333,-1.16666666666667,-0.666666666666667,-0.666666666666667,-0.333333333333333,0,-0.333333333333333
"140",2017-08-18,93.43,-2.26875,-8,-5.2,1.532,-1,-0.567187499999999,-2,-1.3,0.383,-0.25,-0.5,-0.5,-0.5,0,0
"141",2017-08-21,93.09,0.997916666666663,-1,0.8,0.584,-8,0.498958333333332,-0.5,0.4,0.292,-4,0,-1,0,0,-1
"142",2017-08-22,93.55,2.11875,0,3.9,7.91,2,0.423750000000001,0,0.78,1.582,0.4,0.2,-0.2,0.2,0.6,-0.2
"143",2017-08-23,93.15,-0.0312499999999999,0,-2.1,5.01,2,-0.00624999999999999,0,-0.42,1.002,0.4,-0.2,-0.6,-0.6,0.6,-0.2
"144",2017-08-24,93.28,0.0874999999999971,8,17.15,23.19,6,0.0145833333333328,1.33333333333333,2.85833333333333,3.865,1,0,0.333333333333333,1,1,0.333333333333333
"145",2017-08-25,92.74,-2.98720238095237,11,22.65,45.913,-2,-0.298720238095237,1.1,2.265,4.5913,-0.2,-0.4,-0.2,0.8,1,-0.2
"146",2017-08-28,92.21,3.11041666666667,3,3.65,0.553,1,0.777604166666667,0.75,0.9125,0.13825,0.25,1,0,0,0.5,-0.5
"147",2017-08-29,92.25,-0.50625,-5,-0.5,-0.0680000000000003,-4,-0.084375,-0.833333333333333,-0.0833333333333334,-0.0113333333333334,-0.666666666666667,0,-0.333333333333333,0,0.333333333333333,0
"148",2017-08-30,92.88,1.26601666666667,9,6.65,11.792,4,0.316504166666667,2.25,1.6625,2.948,1,1,1,1,1,0
"149",2017-08-31,92.67,1.75843253968254,-1,0.45,9.459,4,0.19538139329806,-0.111111111111111,0.05,1.051,0.444444444444444,0.111111111111111,-0.333333333333333,-0.555555555555556,0.333333333333333,-0.111111111111111
"150",2017-09-01,92.81,-2.90208333333334,4,5.1,9.263,3,-0.414583333333334,0.571428571428571,0.728571428571429,1.32328571428571,0.428571428571429,-0.428571428571429,-0.142857142857143,0.142857142857143,0.714285714285714,0.142857142857143
"151",2017-09-04,92.81,-0.354166666666667,-5,-3.2,-1.549,-3,-0.177083333333334,-2.5,-1.6,-0.7745,-1.5,0,-1,-1,-1,-1
"152",2017-09-05,92.25,-0.075,-3,-0.45,4.121,-3,-0.0375,-1.5,-0.225,2.0605,-1.5,0,-1,0,1,-1
"153",2017-09-06,92.29,-1.16944444444444,-11,-0.45,9.008,-1,-0.167063492063492,-1.57142857142857,-0.0642857142857143,1.28685714285714,-0.142857142857143,0.428571428571429,-0.714285714285714,-0.428571428571429,0.142857142857143,0.142857142857143
"154",2017-09-07,91.66,1.65191666666667,-3,-1.65,10.65,-2,0.235988095238095,-0.428571428571429,-0.235714285714286,1.52142857142857,-0.285714285714286,0.142857142857143,-0.714285714285714,-0.142857142857143,0.142857142857143,-0.428571428571429
"155",2017-09-08,91.35,-8.25833333333333,3,-0.45,19.127,3,-1.1797619047619,0.428571428571429,-0.0642857142857142,2.73242857142857,0.428571428571429,-0.714285714285714,0.142857142857143,0.428571428571429,0.714285714285714,0.428571428571429
"156",2017-09-11,91.88,0.619047619047622,4,6.4,2.252,5,0.0884353741496603,0.571428571428571,0.914285714285714,0.321714285714286,0.714285714285714,0.142857142857143,0.142857142857143,1,0.428571428571429,0.428571428571429
"157",2017-09-12,91.88,1.48958333333333,2,3.35,13.622,3,0.248263888888888,0.333333333333333,0.558333333333333,2.27033333333333,0.5,0.333333333333333,0,0.333333333333333,1,0.333333333333333
"158",2017-09-13,92.52,0.0750000000000001,4,1.05,17.941,5,0.0125,0.666666666666667,0.175,2.99016666666667,0.833333333333333,0,0,0,0.666666666666667,0
"159",2017-09-14,92.12,0.9625,0,1.05,9.936,7,0.1203125,0,0.13125,1.242,0.875,0.25,-0.5,0.25,0.25,0.25
"160",2017-09-15,91.87,-1.625,0,0.9,6.053,-2,-0.541666666666667,0,0.3,2.01766666666667,-0.666666666666667,-1,-0.333333333333333,-0.333333333333333,1,-1
"161",2017-09-18,92.05,0.63685,3,5.95,7.143,6,0.12737,0.6,1.19,1.4286,1.2,0.2,0.2,0.6,0.6,0.6
"162",2017-09-19,91.79,1.875,-3,1.6,18.554,4,0.267857142857143,-0.428571428571429,0.228571428571429,2.65057142857143,0.571428571428571,0.142857142857143,-0.428571428571429,0.142857142857143,0.714285714285714,0.142857142857143
"163",2017-09-20,92.51,0.654166666666671,-4,5.7,14.493,1,0.0934523809523816,-0.571428571428571,0.814285714285714,2.07042857142857,0.142857142857143,0.142857142857143,-1,0.428571428571429,0.428571428571429,-0.142857142857143
"164",2017-09-21,92.26,2.91071428571428,-1,6.5,7.147,6,0.415816326530612,-0.142857142857143,0.928571428571429,1.021,0.857142857142857,0.428571428571429,-0.142857142857143,0.428571428571429,0.428571428571429,0.142857142857143
"165",2017-09-22,92.17,-3.29166666666666,-1,1.15,4.662,1,-0.822916666666666,-0.25,0.2875,1.1655,0.25,-0.5,-0.5,-0.5,0.5,-0.5
"166",2017-09-25,92.65,-0.310416666666663,0,-0.6,1.487,-4,-0.0620833333333325,0,-0.12,0.2974,-0.8,-0.2,-0.6,-0.2,0.2,-0.6
"167",2017-09-26,92.97,-0.1375,1,1.75,4.296,-3,-0.0458333333333333,0.333333333333333,0.583333333333333,1.432,-1,0.333333333333333,-0.333333333333333,0.333333333333333,0.333333333333333,-0.333333333333333
"168",2017-09-27,93.36,-0.0235119047619038,3,0.6,7.76,3,-0.00470238095238076,0.6,0.12,1.552,0.6,-0.2,-0.2,0.2,0.6,0.2
"169",2017-09-28,93.08,3.07435,2,1.85,8.914,3,0.7685875,0.5,0.4625,2.2285,0.75,0.5,0,1,1,0
"170",2017-09-29,93.08,1.53869047619047,5,3.4,11.124,3,0.307738095238095,1,0.68,2.2248,0.6,-0.2,0.6,1,1,-0.2
"171",2017-10-02,93.56,-2.16264880952381,4,-2,11.114,4,-0.360441468253968,0.666666666666667,-0.333333333333333,1.85233333333333,0.666666666666667,-0.666666666666667,-0.333333333333333,0,0.666666666666667,0
"172",2017-10-03,93.57,-1.17708333333334,2,5.05,3.541,1,-0.235416666666667,0.4,1.01,0.7082,0.2,-0.2,0.2,0.6,0.6,-0.2
"173",2017-10-04,93.46,1.07291666666667,6,9.5,10.156,9,0.153273809523809,0.857142857142857,1.35714285714286,1.45085714285714,1.28571428571429,-0.142857142857143,0.142857142857143,1,0.714285714285714,0.428571428571429
"174",2017-10-05,93.96,0.479166666666667,3,2.55,6.05,-1,0.119791666666667,0.75,0.6375,1.5125,-0.25,0,0,0.5,0.5,0
"175",2017-10-06,93.8,-0.916666666666666,-3,-3.15,-1.5,-6,-0.130952380952381,-0.428571428571429,-0.45,-0.214285714285714,-0.857142857142857,-0.142857142857143,-0.714285714285714,-0.428571428571429,-0.428571428571429,-0.714285714285714
"176",2017-10-09,93.67,-0.395833333333333,2,0.85,1.415,3,-0.197916666666666,1,0.425,0.7075,1.5,0,0,1,1,1
"177",2017-10-10,93.29,-1.31106666666666,1,3.9,13.217,4,-0.218511111111111,0.166666666666667,0.65,2.20283333333333,0.666666666666667,-0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0
"178",2017-10-11,93.02,2.21666666666667,-2,0.4,5.504,0,0.554166666666667,-0.5,0.1,1.376,0,0.5,-0.5,0,1,-0.5
"179",2017-10-12,93.06,0.166666666666667,3,2.35,6.758,3,0.0416666666666668,0.75,0.5875,1.6895,0.75,0.5,0.5,0.5,1,0
"180",2017-10-13,93.09,-0.442857142857143,1,3.15,11.847,8,-0.0885714285714286,0.2,0.63,2.3694,1.6,-0.2,-0.2,0.6,0.6,0.6
"181",2017-10-16,93.31,-3.25,4,3.7,11.047,7,-0.8125,1,0.925,2.76175,1.75,-0.5,0,0.5,1,0.5
"182",2017-10-17,93.49,0.77916666666667,9,6.6,20.73,9,0.129861111111112,1.5,1.1,3.455,1.5,0,0.666666666666667,0.666666666666667,1,0.333333333333333
"183",2017-10-18,93.36,0.377083333333333,1,2.9,9.386,1,0.0942708333333332,0.25,0.725,2.3465,0.25,0,0,0,0,0
"184",2017-10-19,93.27,-0.708333333333333,0,-1.25,9.075,3,-0.177083333333333,0,-0.3125,2.26875,0.75,-0.5,0,-0.5,1,0
"185",2017-10-20,93.7,1.47678571428572,9,7.9,26.099,13,0.210969387755103,1.28571428571429,1.12857142857143,3.72842857142857,1.85714285714286,0.142857142857143,0.428571428571429,0.428571428571429,1,0.428571428571429
"186",2017-10-23,93.94,1.45833333333333,1,2.45,3.352,3,0.729166666666667,0.5,1.225,1.676,1.5,1,0,1,1,1
"187",2017-10-24,93.77,1.18541666666666,3,3.75,4.851,-1,0.296354166666666,0.75,0.9375,1.21275,-0.25,0,0,0.5,1,-0.5
"188",2017-10-25,93.71,-5.97916666666667,7,3.95,8.528,6,-1.19583333333333,1.4,0.79,1.7056,1.2,-0.2,0.6,0.6,0.6,0.2
"189",2017-10-26,94.61,2.39583333333333,8,4.15,20.497,8,0.342261904761904,1.14285714285714,0.592857142857143,2.92814285714286,1.14285714285714,0.714285714285714,0.428571428571429,0.428571428571429,0.714285714285714,0.142857142857143
"190",2017-10-27,94.92,-1.96875,5,4.8,8.166,2,-0.39375,1,0.96,1.6332,0.4,0.2,0.2,1,0.6,0.2
"191",2017-10-30,94.56,-1.11458333333333,7,2.7,7.328,5,-0.278645833333332,1.75,0.675,1.832,1.25,0,1,1,0.5,0
"192",2017-10-31,94.55,1.625,4,2.3,2.046,2,0.325,0.8,0.46,0.4092,0.4,0.2,0.2,0.2,0.6,-0.2
"193",2017-11-01,94.81,0.666666666666666,0,8.1,7.341,2,0.111111111111111,0,1.35,1.2235,0.333333333333333,0,0,0.666666666666667,0.666666666666667,-0.333333333333333
"194",2017-11-02,94.69,-3.54023333333333,6,5.75,11.518,2,-0.590038888888889,1,0.958333333333333,1.91966666666667,0.333333333333333,-0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333
"195",2017-11-03,94.94,4.35381428571428,4,-0.75,28.561,3,0.395801298701298,0.363636363636364,-0.0681818181818182,2.59645454545455,0.272727272727273,0.454545454545455,-0.0909090909090909,0.0909090909090909,0.818181818181818,-0.0909090909090909
"196",2017-11-06,94.76,4.11601666666667,4,3.85,12.509,5,0.823203333333333,0.8,0.77,2.5018,1,1,0.6,0.6,0.6,0.2
"197",2017-11-07,94.91,-0.90922619047619,4,8.15,21.197,9,-0.181845238095238,0.8,1.63,4.2394,1.8,-0.2,-0.2,0.2,0.6,-0.2
"198",2017-11-08,94.87,0.71875,1,1.1,4.269,-1,0.239583333333333,0.333333333333333,0.366666666666667,1.423,-0.333333333333333,1,-0.333333333333333,0.333333333333333,1,-0.333333333333333
"199",2017-11-09,94.44,0.177083333333334,-4,-2.65,10.908,1,0.0354166666666667,-0.8,-0.53,2.1816,0.2,-0.2,-0.6,-0.6,1,0.2
"200",2017-11-10,94.39,0.25,-5,-4.75,5.394,-3,0.0625,-1.25,-1.1875,1.3485,-0.75,0,-0.5,-0.5,0.5,-0.5
"201",2017-11-13,94.49,-0.416666666666663,-5,-2.9,-1.491,0,-0.138888888888888,-1.66666666666667,-0.966666666666667,-0.497,0,0.333333333333333,-1,-0.333333333333333,-0.333333333333333,0.333333333333333
"202",2017-11-14,93.83,-3.91111111111111,-1,-2.95,16.219,4,-0.558730158730159,-0.142857142857143,-0.421428571428571,2.317,0.571428571428571,-0.428571428571429,-0.142857142857143,-0.142857142857143,1,-0.142857142857143
"203",2017-11-15,93.81,-1.55,3,2.6,16.211,6,-0.258333333333333,0.5,0.433333333333333,2.70183333333333,1,-0.333333333333333,0,0,1,0.333333333333333
"204",2017-11-16,93.93,-1.44375,4,1.15,13.995,1,-0.28875,0.8,0.23,2.799,0.2,-0.2,0.2,0.2,1,-0.6
"205",2017-11-17,93.66,0.73333333333333,-4,0.4,18.294,0,0.122222222222222,-0.666666666666667,0.0666666666666667,3.049,0,0.333333333333333,-1,-0.333333333333333,1,-0.333333333333333
"206",2017-11-20,94.08,0.75,-1,-1.15,3.159,-1,0.1875,-0.25,-0.2875,0.78975,-0.25,0.5,-0.5,-0.5,0.5,-0.5
"207",2017-11-21,93.95,0.070833333333333,-1,2.2,11.513,2,0.023611111111111,-0.333333333333333,0.733333333333333,3.83766666666667,0.666666666666667,0.333333333333333,-0.333333333333333,0.333333333333333,1,0.333333333333333
"208",2017-11-22,93.22,-1.44766666666666,-5,-4.25,12.391,-2,-0.206809523809523,-0.714285714285714,-0.607142857142857,1.77014285714286,-0.285714285714286,-0.142857142857143,-0.428571428571429,-0.428571428571429,0.428571428571429,0.142857142857143
"209",2017-11-23,93.22,0.166666666666667,1,4.35,4.311,3,0.0555555555555557,0.333333333333333,1.45,1.437,1,0.333333333333333,-0.333333333333333,1,0.333333333333333,1
"210",2017-11-24,92.78,0.583333333333333,-1,0.5,9.081,-2,0.145833333333333,-0.25,0.125,2.27025,-0.5,0,0,0.5,1,-0.5
