"","SWN.SUM","HL.SUM","JKR.SUM","STN.SUM","MPQA.SUM","SWN.AVG","HL.AVG","JKR.AVG","STN.AVG","MPQA.AVG","SWN.PCTG","HL.PCTG","JKR.PCTG","STN.PCTG","MPQA.PCTG","SUM"
"1",-0.00359793686430738,0.0301215240612414,-0.117832705298406,0.162061865140845,0.000140858399499064,-0.00946856729707884,0.0691224433611063,-0.105422414852194,0.0510093814260245,0.113246756389294,-0.00216873161437383,0.0208757638226582,-0.081792105155873,-0.00118949701258183,-0.0565255872738841,0.0685810472319697
"2",0.00109045361690151,-0.0919915127883172,0.103339618801493,-0.234592052100981,0.0714774396924693,-0.00170809616561269,0.134522666377473,0.034697316150171,-0.0883960180151852,-0.0508392564426532,-0.0349528108155087,0.0524334942742901,-0.0637094763183429,-0.0534702951103958,-0.0617415387135334,-0.283840067557732
"3",-0.000765900019145237,0.0458773496789464,0.123945777687957,-0.0224671479889543,-0.00895617845473237,-0.000342994928111932,0.0592914255461545,0.0907014176039168,-0.0114982099497143,0.122573734586448,-0.00194664718739661,0.0344744612461755,0.122359640453271,-0.00421350182739717,0.0606576491881848,0.609690875635602
"4",0.0123994390417474,0.013118829311528,-0.155765025007651,0.266366471427434,-0.0141282787888714,0.00483299620591299,0.169788937039502,-0.0777052911454537,0.103204303422564,0.238415898197306,0.0290250824026829,0.158630305687302,-0.0292681485261939,0.0469535598025771,-0.00761368926068782,0.758255389809697
"5",0.000456100911275299,-0.0750604750179647,-0.179344074213561,-0.108281770312336,-0.0177464581954269,-0.00469691229106519,0.0473356241871583,-0.207738076928644,-0.136535568314996,0.00464700601962358,-0.0201772233215359,-0.0218645882470637,-0.0723012621109968,0.0104280613422571,-0.0523291975576312,-0.833208814050907
"6",0.026121973272605,0.0346353317218843,0.085812676912339,-0.0194473642087033,-0.0448059092593227,0.0424743307931383,0.0755234085621345,0.105695248436957,-0.0367637028634016,0.037942464356515,0.0931775378129957,-0.0115847473865827,-0.00122472284746833,-0.0188540584078435,0.0796839587904025,0.448386425685649
"7",-0.000657725429025934,-0.0678914513135445,-0.0888372215879568,0.0514330625703835,0.0414296326372822,-0.00559547617343769,0.0177687481393437,-0.150864606371788,0.0941847955128858,0.0537493027070661,-0.0286358296614173,0.0230337913630921,-0.0577960638806179,0.0493487264897026,-0.0898941362094774,-0.159224451207509
"8",-0.00121777613092183,-0.0089977529127142,0.108463134182859,-0.0316716727061716,0.051697384883138,0.00336769020529684,0.00117831785731832,0.0969415747034368,-0.0227118500568068,0.135345718679501,0.0388578146214062,-0.0482460506760443,0.0292066855200319,0.0228577735478862,-0.0259700677565088,0.349100923961707
"9",0.00676076453836511,0.00427399508397167,-0.0210868189439415,-0.020634229064661,0.00446391936198508,0.00193327033276384,-0.0651583452037716,-0.0334110152064782,-0.0087576196445366,-0.119490015424446,-0.0854852175116612,-0.0560699486590048,-0.0413853930584406,-0.049347447124443,-0.0200255317911685,-0.503419632315467
"10",-0.00685800096303981,-0.0331572062858428,-0.0310347545279319,-0.0774902710258014,0.0107564900210332,0.00865317058437036,-0.117596052897493,-0.00486360878554197,-0.0998949611502671,-0.0727598255165549,0.00585441003401309,-0.155192140631749,-0.112080678213366,-0.139030704762145,-0.00726773984967845,-0.831961873969995
"11",-0.0146053098362845,0.0368106616932649,-0.0428344126142273,-0.0245169660295841,-0.0149137130137015,0.0188017113508246,0.133774422690681,-0.0353647286968814,-0.0762610994254811,0.0216632656689476,0.0696216258188513,0.127818837243541,-0.0197724691489105,-0.0707050359242584,0.00642439501598014,0.115941184792761
