"","ARIMA","SWN.SUM","HL.SUM","JKR.SUM","STN.SUM","MPQA.SUM","SWN.AVG","HL.AVG","JKR.AVG","STN.AVG","MPQA.AVG","SWN.PCTG","HL.PCTG","JKR.PCTG","STN.PCTG","MPQA.PCTG"
"1",0.59252030559906,0.591574872068661,0.59121818469567,0.590282415149074,0.610234374188077,0.608623665215104,0.588738113645175,0.707626131044525,0.590857722220683,0.597488049577448,0.629385610594069,0.579467776627579,0.717150645520419,0.594068278388755,0.593108491240837,0.577791061640709
"2",0.125576932193209,0.125286500123181,0.122708503605972,0.110669739900703,0.134489597126992,0.141430188088228,0.124128280166567,0.107129007552467,0.111008741045433,0.127041223430535,0.107164625448061,0.126844436615654,0.0997891652632326,0.120451080318901,0.124521040722436,0.124975747901085
"3",0.119493183465508,0.120261937261651,0.117983582233513,0.122277447642599,0.12303867660167,0.122687947734626,0.12095769584517,0.114404731340372,0.122265211262069,0.12037282906471,0.145023064974039,0.119907914919199,0.104301939766687,0.129672265523001,0.121674723177552,0.123215766245035
"4",0.10709203027172,0.107617224421861,0.106038386094385,0.0909938219952863,0.123272876946758,0.122153610344587,0.108184715882286,0.112618841391497,0.0906482032462115,0.116349994549625,0.100640833117952,0.109110152891805,0.1190309727438,0.107128604667943,0.124240617976805,0.0999810902675137
"5",0.45420542723044,0.454803824415865,0.458446116999558,0.451843118313785,0.463621093198648,0.454975529900911,0.455325023167534,0.474088663468139,0.449099749632029,0.455964340244463,0.507438754202874,0.447023248855014,0.446296512356981,0.424825284996967,0.446795515243433,0.452680943659925
"6",0.321902994751497,0.321363076495715,0.333563388444137,0.355460878292245,0.313292932940512,0.303063915812287,0.318940740821284,0.335179976297442,0.351232255413058,0.318335626054696,0.31996303071733,0.314466807646219,0.366431849756071,0.335456442453443,0.318457890226687,0.331081991302108
"7",0.154402158924213,0.153849118723066,0.15265486139243,0.152959843541429,0.148090937396016,0.15596420929267,0.154204691517379,0.151252935883206,0.1543067028157,0.154448642073117,0.166634576491013,0.156604149897323,0.142280256159349,0.156603871394101,0.151651425411566,0.153926517730867
"8",0.151051330487981,0.149590896632813,0.141444466956329,0.121967375719456,0.165407289779229,0.183599890394325,0.148661190879899,0.132615511066964,0.123328632390615,0.15529849432403,0.14234108651002,0.152782945229328,0.136605296276266,0.136866929635794,0.150065626563135,0.143904157985813
"9",0.0115882034671552,0.0122132211654143,0.0114859324020618,0.0130445507130475,0.0128319769232322,0.012353140745092,0.0126740600153457,0.0175511514994796,0.0140490614959273,0.0113049343405072,0.0177953606734688,0.0124060845234795,0.0177254259726541,0.0110076862471253,0.0112328737862236,0.0119228284944635
"10",0.130890614515216,0.133581490338128,0.115518805063275,0.0772521177954697,0.154614421470765,0.175330047403129,0.135777268476172,0.0845255870650281,0.101478622086086,0.138419214503226,0.119770921050465,0.13412163813402,0.095059463136368,0.113502416035407,0.130422624749306,0.128760025149292
"11",0.0962570922099199,0.0961743946994936,0.0980060136897143,0.0927466215461149,0.10019821316207,0.100607130200841,0.0953883788915859,0.0936908594645499,0.0905833711532897,0.100971032328388,0.110934889452232,0.0921291793772375,0.0983765937719755,0.0890973005645258,0.100828476466101,0.0918893634822759
"12",0.27654024048665,0.277135603176247,0.27234127448143,0.270494656031405,0.283172179551512,0.290043227912219,0.281694671426157,0.261863287487663,0.278476240847347,0.271161931643668,0.252172709801249,0.292180972853416,0.25550056757264,0.260706851300469,0.272014181495015,0.273492318453868
"13",0.14934621238446,0.150989981447474,0.150650886880228,0.159254138538325,0.160199934502286,0.145753921869447,0.154709215813494,0.118694486501598,0.154811343429746,0.155404571651939,0.149921204177656,0.154161613748443,0.109922292142262,0.158781623646286,0.152540164747409,0.150996546376497
"14",0.0109819797798004,0.0108219523567614,0.0125211596455184,0.012992133896329,0.00928558535279077,0.00903353351466441,0.0100577068499566,0.0165288460659308,0.0134932599352846,0.00966992984447941,0.0173067316268921,0.0101447380957633,0.0141079599282527,0.0114366775265877,0.0100332500657998,0.0116027418982777
"15",0.166290965154031,0.165280253493007,0.176487011237087,0.193281365108845,0.151401202366435,0.150286474417212,0.160650451150673,0.157613668226197,0.19823448588044,0.154488216939595,0.162345208300616,0.161247979430032,0.156249235658768,0.19660598465387,0.162599742807399,0.175467793478567
"16",0.0384870181535826,0.0383050571715211,0.0379852360352086,0.0395025692237207,0.0404561272924096,0.0420073931002613,0.0394540921973591,0.036872311353415,0.0393883851628142,0.0394907371866112,0.0287374128140733,0.0431432975731555,0.0370254587676535,0.0385641816867466,0.0424822621091019,0.0370967843399554
"17",0.1266574649371,0.126141723198629,0.129184717087428,0.117514540819737,0.128405133078322,0.117261719566251,0.12990881369602,0.136439040338394,0.115026131329961,0.127134304455914,0.148866217334718,0.132608130324315,0.138072502203728,0.113570308226453,0.129089637818972,0.128535696277848
"18",0.450459020919432,0.44972999706852,0.460251354397143,0.522437448299517,0.458944835532442,0.399323225076125,0.465401981980856,0.479230168685138,0.565824639836515,0.460523492703386,0.489295122275561,0.449535098632628,0.4976989988651,0.511304948055652,0.464231984328543,0.46433418774127
"19",0.242535900138469,0.24255707116132,0.240624125305175,0.24045230191378,0.248427382985096,0.254227573094682,0.241801958398185,0.182911338360785,0.240475528869669,0.243772517671762,0.197555309655955,0.241435045197917,0.202295042172196,0.261682135377465,0.243168212651599,0.243246144055047
"20",0.515715721643448,0.515510971973305,0.512849201868165,0.508133730459734,0.518746180618346,0.529950157740749,0.529753571610718,0.536336671353978,0.50636558044306,0.516247154774576,0.522647692372641,0.535260318062395,0.53904925379023,0.531128140765255,0.505658452464756,0.514463810349395
