"","ARIMA","SWN.SUM","HL.SUM","JKR.SUM","STN.SUM","MPQA.SUM","SWN.AVG","HL.AVG","JKR.AVG","STN.AVG","MPQA.AVG","SWN.PCTG","HL.PCTG","JKR.PCTG","STN.PCTG","MPQA.PCTG"
"1",0.987296651142722,0.98729682890117,0.987299311637881,0.987396804051388,0.987318360281622,0.987353687942108,0.987297724670093,0.987353276093779,0.987393293255206,0.987296948914352,0.987111203358366,0.987299934238842,0.987388878741344,0.987348815814667,0.987297365622724,0.987312084308251
"2",0.986995936565156,0.986996443999797,0.986996921673309,0.987081761817268,0.987021726545855,0.987060842509676,0.986997476825325,0.986934166796383,0.987081163081314,0.986996519119362,0.986677790962947,0.987002247458179,0.98697057699809,0.987045887734903,0.986999895719113,0.987009950306963
"3",0.986558575714301,0.986560228358541,0.986561487191506,0.986639440011339,0.986580588054125,0.986629414889656,0.986562389992732,0.986477286437113,0.986636332110935,0.986559225333903,0.986116921977065,0.986564969427374,0.986513855748366,0.986604712434993,0.986565652435149,0.986570424934384
"4",0.986040617939993,0.986043055102221,0.986041090356812,0.986099661763807,0.986075947331481,0.986120703990612,0.986045851381818,0.985931290659706,0.986099253058943,0.986045784113577,0.985532663475034,0.986046297678694,0.985968996370466,0.986077290678373,0.98605812562976,0.986054675814022
"5",0.98539528820799,0.985400900489969,0.985397516583354,0.985483480843335,0.98543229696496,0.985466730233692,0.985404394931551,0.98517669351771,0.98547975767503,0.9853985984879,0.984716534341253,0.985405060491545,0.9852238304237,0.98542948208052,0.985400871223951,0.985415238848919
"6",0.98451385257212,0.984524145989818,0.984517992108469,0.984627329245948,0.98454902454143,0.984582052977993,0.984529803793198,0.9846769378611,0.984627430795701,0.984514830472254,0.984297400351804,0.984524646782465,0.984692027400589,0.98455693313991,0.984520120246325,0.98453755342057
"7",0.984176992629647,0.984181644943142,0.984180885475898,0.984304434630997,0.984210568232218,0.984265762479075,0.984185999681456,0.984191645309228,0.984283428720147,0.984180589486887,0.983881308154338,0.984185740832914,0.984193637892162,0.984231083245153,0.984191494379194,0.984197236281272
"8",0.983574452230738,0.983578645530214,0.983587145777022,0.983721713259124,0.983620579307875,0.983649871684073,0.983582589495184,0.983638028415166,0.983698583593369,0.983581085241062,0.983182431715119,0.983584257808,0.983646057868963,0.983630345674499,0.983592433051361,0.983594955390285
"9",0.983143511812481,0.983146344503945,0.983150891785477,0.983276561229604,0.983191523859016,0.983231597425642,0.983150177481657,0.982987040322239,0.983249937343598,0.983152588357687,0.982386615485727,0.983154591759123,0.982987423685464,0.983183391363882,0.983159132909292,0.983155244870108
"10",0.982436446010239,0.98243902388751,0.98244020020793,0.982553871451396,0.982491763465673,0.98255017845834,0.982447926603845,0.982316980276885,0.982516706580693,0.982455082151927,0.981728221833707,0.982450469331459,0.982331791241786,0.982481135271676,0.98245805133248,0.982444459594426
"11",0.981742623779578,0.981744268397748,0.981765450792525,0.981897863353297,0.981794245382975,0.981816979515088,0.981752371076259,0.981798263135641,0.981848867995867,0.981758066944768,0.98155642772861,0.981752590370443,0.981804989927616,0.98180839627599,0.981761488821413,0.981757385703641
"12",0.9815518852065,0.981552652411477,0.981577142517252,0.981731002007143,0.98160515605568,0.981621036251987,0.98156131472811,0.9815328859194,0.981689464089377,0.98156952909919,0.981119446101531,0.981565813936835,0.981576277537451,0.981623392115661,0.981574060544064,0.981556717955737
"13",0.981168272911131,0.981170128330728,0.981197615889465,0.98135997203306,0.981221583925009,0.981223857141869,0.981182182658705,0.98117368782123,0.981318207827179,0.981182695724936,0.980985507926845,0.981189836017101,0.981212405075567,0.981250021679347,0.981187746016051,0.981181510971931
"14",0.981053145032759,0.981054061070144,0.981092264246922,0.981236027745008,0.981097573114473,0.981105851821363,0.981064565863408,0.981004335986294,0.981189312307597,0.981059913023825,0.980584216569605,0.981083888724745,0.981041580451738,0.981134315802192,0.981061229931807,0.981075167768328
"15",0.980715664485008,0.98071699508846,0.980752868423634,0.98089879644226,0.980767625690182,0.980771110176096,0.980728820539982,0.981065553528482,0.980855071425059,0.980727355243879,0.981064141151012,0.980742520764092,0.981116531375798,0.980801829686772,0.980728010575368,0.980738612174298
"16",0.981249377544049,0.981249529184379,0.981257800543547,0.981366744034519,0.981272925530206,0.981386637840046,0.981255564120135,0.981372414322949,0.981350888043028,0.981251122290608,0.981185937693466,0.981269447517237,0.981425548248362,0.981312371031101,0.981258295683891,0.981259037236897
"17",0.981423776552725,0.981423815589184,0.981432527816061,0.981551201441789,0.9814416916299,0.981560478967382,0.981431786514797,0.981539700062797,0.981535961899568,0.98142403665926,0.981468216518771,0.981448052729417,0.981607570521054,0.981492487404757,0.981427724134366,0.981433227258118
"18",0.981590582973796,0.981590523689641,0.981593756723151,0.98171076159764,0.981611609485284,0.981752442326733,0.98160369848335,0.981719442973965,0.98168830257355,0.981593586458928,0.981629019274927,0.981622987128536,0.981831712281943,0.981650157574002,0.98160853898902,0.981595183165271
"19",0.981523732522781,0.981523752810582,0.981524509654452,0.981617590326154,0.981543174998779,0.981702935607023,0.981533002079759,0.981644231999548,0.981585156285808,0.98152379849157,0.981551918804701,0.981546061178541,0.981726735781153,0.981557593346515,0.981532785159811,0.981525158935537
"20",0.981553793803256,0.981553757268743,0.981555515967392,0.981661283628458,0.981571141677887,0.981720585306956,0.981565962200836,0.981659052308105,0.981625457351947,0.981553732257934,0.981394429429782,0.981574706095161,0.981760659002159,0.981589447591877,0.981567291073451,0.981556019014735
